Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
PASSAGEM POÇO DA PEDRA,36515000,1,5250,36,QUIXERAMOBIM,CEARÁ,ANA,-5.3911,-39.2178,2005/12/11,2019/12/31,15,1.1,11,26.7
JUAZEIRO,36517500,1,1170,36,BOA VIAGEM,CEARÁ,ANA,-5.0456,-39.6883,2005/03/01,2018/11/30,14,29.0,5,64.3
QUIXERAMOBIM,36520000,1,7050,36,QUIXERAMOBIM,CEARÁ,ANA,-5.2014,-39.2922,1973/01/01,2019/12/31,47,7.5,36,23.4
MORADA NOVA II,36580000,1,17300,36,MORADA NOVA,CEARÁ,ANA,-5.1219,-38.4464,1973/03/23,2019/12/31,47,1.4,41,12.8
MELÕES,36586000,1,1360,36,MORADA NOVA,CEARÁ,ANA,-5.2142,-38.2811,2004/11/11,2019/12/31,16,1.6,13,18.8
QUIXERÉ,36615000,1,48900,36,QUIXERÉ,CEARÁ,ANA,-5.0839,-37.9983,2005/09/16,2017/09/05,13,0.2,11,15.4
PASSAGEM RUSSAS,36628000,1,71000,36,RUSSAS,CEARÁ,ANA,-4.9344,-37.8878,2013/04/10,2019/12/31,7,3.1,4,42.9
SÍTIO ÁGUA FRIA,36630000,1,207,36,MORADA NOVA,CEARÁ,ANA,-4.8711,-38.3967,2000/08/01,2019/12/31,20,5.2,16,20.0
PAU DOS FERROS - MONTANTE,37027000,1,926,37,MARCELINO VIEIRA,RIO GRANDE DO NORTE,ANA,-6.2103,-38.1661,2018/07/26,2019/01/23,2,17.0,0,100.0
PAU DOS FERROS,37030000,1,2200,37,PAU DOS FERROS,RIO GRANDE DO NORTE,ANA,-6.1114,-38.2008,1973/01/01,2019/11/30,47,35.6,14,70.2
FAZENDA POÇO VERDE,37050000,1,3390,37,TABOLEIRO GRANDE,RIO GRANDE DO NORTE,ANA,-5.9167,-38.0167,2000/01/01,2019/09/30,20,43.6,3,85.0
PEDRA DE ABELHAS,37080000,1,5930,37,FELIPE GUERRA,RIO GRANDE DO NORTE,ANA,-5.5933,-37.6842,1911/01/01,2019/11/30,109,49.5,25,77.1
GOVERNADOR DIX-SEPT ROSADO,37084000,1,7690,37,GOVERNADOR DIX-SEPT,RIO GRANDE DO NORTE,ANA,-5.45,-37.515,1986/09/25,2019/11/30,34,9.9,22,35.3
MOSSORÓ,37090000,1,9830,37,MOSSORÓ,RIO GRANDE DO NORTE,ANA,-5.2194,-37.3622,1989/07/04,2018/06/30,30,65.0,4,86.7
AUGUSTO SEVERO,37150000,1,1140,37,AUGUSTO SEVERO,RIO GRANDE DO NORTE,ANA,-5.8672,-37.3147,1986/11/01,2019/10/31,34,17.3,21,38.2
UPANEMA,37185000,1,1590,37,UPANEMA,RIO GRANDE DO NORTE,ANA,-5.6436,-37.2553,1975/01/01,2019/11/30,45,29.6,21,53.3
FAZENDA ANGICOS,37190000,1,3050,37,MOSSORÓ,RIO GRANDE DO NORTE,ANA,-5.2886,-37.2889,1986/10/01,2018/12/31,33,46.6,9,72.7
VÁRZEA GRANDE,37220000,1,1110,37,SÃO JOÃO DO RIO DO ,PARAÍBA,ANA,-6.9192,-38.3808,1962/05/02,2019/11/30,58,20.2,33,43.1
AÇUDE SÃO GONÇALO,37230000,1,1320,37,SOUSA,PARAÍBA,AESA-PB,-6.8456,-38.3103,2018/11/08,2020/03/26,3,98.0,0,100.0
ANTENOR NAVARRO,37260000,1,1450,37,SÃO JOÃO DO RIO DO ,PARAÍBA,ANA,-6.7353,-38.4481,1964/01/01,2019/12/31,56,64.2,8,85.7
ANTENOR NAVARRO (EX-SÃO JOÃO),37260001,1,1450,37,SÃO JOÃO DO RIO DO ,PARAÍBA,DNOCS,-6.7353,-38.4481,1930/02/01,1933/09/30,4,0.0,2,50.0
APARECIDA,37290000,1,3420,37,SOUSA,PARAÍBA,ANA,-6.7853,-38.0869,1983/01/14,2019/12/31,37,19.9,9,75.7
SÃO DOMINGOS DO POMBAL,37297000,1,5400,37,POMBAL,PARAÍBA,ANA,-6.8022,-37.9347,2000/01/26,2019/12/31,20,16.3,6,70.0
POMBINHO,37320000,1,1920,37,DIAMANTE,PARAÍBA,ANA,-7.4364,-38.3189,2002/12/16,2019/12/31,18,9.4,11,38.9
PIANCÓ,37340000,1,4560,37,PIANCÓ,PARAÍBA,ANA,-7.2044,-37.9281,1969/05/01,2019/10/31,51,12.5,28,45.1
FAZENDA MALHADA DO BOI,37350000,1,1230,37,OLHO D'ÁGUA,PARAÍBA,ANA,-7.2181,-37.7519,2018/07/27,2018/10/18,1,0.0,0,100.0
EMAS,37360000,1,594,37,EMAS,PARAÍBA,ANA,-7.1106,-37.7108,1963/11/29,2019/10/04,57,51.1,12,78.9
AÇUDE COREMAS JUSANTE,37369100,1,7620,37,COREMAS,PARAÍBA,ANA,-7.0217,-37.9486,2013/06/14,2019/10/31,7,5.1,4,42.9
PAU FERRADO,37380000,1,8580,37,POMBAL,PARAÍBA,ANA,-6.9658,-37.9242,1969/04/28,2019/12/31,51,4.1,42,17.6
SÍTIO VASSOURAS,37410000,1,15200,37,POMBAL,PARAÍBA,ANA,-6.7258,-37.7975,1973/01/01,2019/12/31,47,0.2,46,2.1
SÍTIO CURRALINHO,37412000,1,17200,37,PAULISTA,PARAÍBA,ANA,-6.5803,-37.6058,2004/08/01,2019/12/31,16,0.0,15,6.2
DIVISA PB-RN,37413000,1,18100,37,JARDIM DE PIRANHAS,RIO GRANDE DO NORTE,ANA,-6.44,-37.3894,2007/08/01,2019/11/30,13,1.0,7,46.2
PATOS,37430000,1,1650,37,PATOS,PARAÍBA,ANA,-7.0228,-37.27,1971/01/26,2019/12/31,49,60.8,8,83.7
SERRA NEGRA DO NORTE,37440000,1,2940,37,SERRA NEGRA DO NORT,RIO GRANDE DO NORTE,ANA,-6.6656,-37.4014,1928/03/03,2019/11/30,92,70.3,5,94.6
JARDIM DE PIRANHAS,37470000,1,21600,37,JARDIM DE PIRANHAS,RIO GRANDE DO NORTE,ANA,-6.3781,-37.3525,1973/01/01,2019/11/30,47,1.5,42,10.6
FAZENDA ESPERAS - MONTANTE,37490000,1,896,37,BREJO DO CRUZ,PARAÍBA,ANA,-6.1733,-37.3308,1984/04/17,2014/12/31,31,26.6,17,45.2
SÍTIO VOLTA,37515000,1,1860,37,JARDIM DO SERIDÓ,RIO GRANDE DO NORTE,ANA,-6.5936,-36.785,1979/02/12,2019/11/30,41,9.4,28,31.7
ACARI,37526000,1,2140,37,ACARI,RIO GRANDE DO NORTE,ANA,-6.4333,-36.6333,2000/01/01,2019/11/30,20,42.3,7,65.0
CAICÓ,37559000,1,6310,37,CAICÓ,RIO GRANDE DO NORTE,ANA,-6.4511,-37.0906,1986/09/15,2019/12/31,34,44.6,10,70.6
SÃO FERNANDO,37570000,1,9710,37,SÃO FERNANDO,RIO GRANDE DO NORTE,ANA,-6.3703,-37.1803,1973/01/01,2019/10/31,47,26.3,15,68.1
OITICICA II,37580000,1,33800,37,JUCURUTU,RIO GRANDE DO NORTE,ANA,-6.1817,-37.1417,2004/08/01,2017/02/17,14,7.1,8,42.9
JUCURUTU,37604000,1,34300,37,JUCURUTU,RIO GRANDE DO NORTE,ANA,-6.0342,-37.0156,2009/10/27,2019/11/30,11,13.6,3,72.7
AÇUDE ARMANDO RIBEIRO GONÇALVES JUSANTE,37610500,1,38600,37,AÇU,RIO GRANDE DO NORTE,ANA,-5.6625,-36.8819,2014/05/28,2019/10/31,6,6.5,3,50.0
SÍTIO ACAUA,37710100,1,38100,37,AÇU,RIO GRANDE DO NORTE,ANA,-5.61667,-36.8833,1973/01/01,1979/12/31,7,3.1,5,28.6
SÍTIO ACAUÃ II,37710150,1,38100,37,AÇU,RIO GRANDE DO NORTE,ANA,-5.6164,-36.8911,1983/04/09,2019/11/30,37,7.7,28,24.3
MENDUBIM DE BAIXO,37711000,1,969,37,AÇU,RIO GRANDE DO NORTE,ANA,-5.6319,-36.9161,1986/09/19,2019/11/30,34,7.8,26,23.5
FAZENDA SÃO SEBASTIÃO,37718000,1,1100,37,AFONSO BEZERRA,RIO GRANDE DO NORTE,ANA,-5.4242,-36.5303,2018/07/31,2019/08/05,2,50.9,0,100.0
DIBA - SÍTIO CANTO ALEGRE,37730000,1,40100,37,AFONSO BEZERRA,RIO GRANDE DO NORTE,ANA,-5.4133,-36.8444,2004/08/01,2019/12/31,16,3.2,11,31.2
ALTO RODRIGUES,37750000,1,40300,37,ALTO DO RODRIGUES,RIO GRANDE DO NORTE,ANA,-5.2897,-36.7653,1989/07/16,2019/11/30,31,73.3,4,87.1
PENDÊNCIAS,37761000,1,40800,37,PENDÊNCIAS,RIO GRANDE DO NORTE,ANA,-5.2572,-36.7233,1986/09/18,2019/01/31,34,12.3,20,41.2
DOM MARCOLINO,38129000,1,692,38,CEARÁ-MIRIM,RIO GRANDE DO NORTE,ANA,-5.4667,-35.3875,1999/11/04,2019/11/30,21,1.3,17,19.0
SÍTIO BOA ESPERANÇA,38138000,1,710,38,JARDIM DE ANGICOS,RIO GRANDE DO NORTE,ANA,-5.6564,-35.9758,2018/06/01,2019/10/31,2,17.2,0,100.0
CEARÁ-MIRIM,38170000,1,2400,38,CEARÁ-MIRIM,RIO GRANDE DO NORTE,ANA,-5.63,-35.4214,1969/06/26,2019/10/31,51,0.7,47,7.8
BARCELONA,38340000,1,1290,38,BARCELONA,RIO GRANDE DO NORTE,ANA,-5.9525,-35.9261,2005/03/01,2019/10/31,15,56.8,3,80.0
TELHA,38380000,1,2440,38,SÃO PAULO DO POTENG,RIO GRANDE DO NORTE,ANA,-5.8669,-35.5942,1972/09/01,2019/11/30,48,63.3,1,97.9
POTENGI,38385000,1,2550,38,IELMO MARINHO,RIO GRANDE DO NORTE,ANA,-5.8333,-35.5333,1972/01/19,1972/08/31,1,0.0,0,100.0
IGREJA NOVA,38390000,1,3120,38,SÃO GONÇALO DO AMAR,RIO GRANDE DO NORTE,ANA,-5.81667,-35.45,1969/06/29,1971/12/31,3,0.0,2,33.3
SANTA CRUZ,38440000,1,331,38,SANTA CRUZ,RIO GRANDE DO NORTE,ANA,-6.2428,-35.9947,1921/05/31,2018/10/31,98,96.0,0,100.0
FAZENDA DIVISÃO,38460000,1,1750,38,TANGARÁ,RIO GRANDE DO NORTE,ANA,-6.1994,-35.7694,2017/04/01,2019/10/31,3,6.6,0,100.0
FAZENDA PAJUSSARA II,38470000,1,32,38,MONTE ALEGRE,RIO GRANDE DO NORTE,ANA,-6.135,-35.4311,2018/09/04,2019/11/30,2,44.8,0,100.0
MONTE ALEGRE,38485000,1,2560,38,MONTE ALEGRE,RIO GRANDE DO NORTE,ANA,-6.0631,-35.3119,1977/07/13,2019/09/30,43,4.5,30,30.2
SÃO JOSÉ DO MIPIBU,38490000,1,2610,38,SÃO JOSÉ DE MIPIBU,RIO GRANDE DO NORTE,ANA,-6.1069,-35.2519,1969/12/06,1974/04/30,6,0.0,4,33.3
SÃO JOSÉ DO CAMPESTRE,38500000,1,1340,38,SÃO JOSÉ DO CAMPEST,RIO GRANDE DO NORTE,ANA,-6.3372,-35.6847,1983/01/12,2019/10/31,37,56.8,2,94.6
SÍTIO CHOAR,38580000,1,2030,38,VÁRZEA,RIO GRANDE DO NORTE,ANA,-6.3172,-35.3367,2000/01/01,2019/11/30,20,39.3,3,85.0
GOIANINHA,38590000,1,2600,38,GOIANINHA,RIO GRANDE DO NORTE,ANA,-6.2439,-35.2172,1969/12/29,1972/01/15,4,0.0,2,50.0
AÇUDE ALGODÃO DE JANDAIRA,38596000,1,109,38,ALGODÃO DE JANDAÍRA,PARAÍBA,ANA,-6.905,-36.0033,2018/09/01,2018/09/01,1,0.0,0,100.0
FAZENDA ALAGAMAR,38650000,1,2170,38,BANANEIRAS,PARAÍBA,ANA,-6.6053,-35.5289,1979/03/01,2019/12/31,41,11.3,26,36.6
PEDRO VELHO,38680000,1,3450,38,PEDRO VELHO,RIO GRANDE DO NORTE,ANA,-6.445,-35.2206,1975/01/01,2019/12/31,45,34.5,4,91.1
FAZENDA ALMAS,38690000,1,52,38,BAÍA FORMOSA,RIO GRANDE DO NORTE,ANA,-6.5056,-35.1064,2007/12/12,2019/11/30,13,0.9,9,30.8
MULUNGU,38750000,1,875,38,MULUNGU,PARAÍBA,ANA,-7.0297,-35.4681,1973/01/05,2019/11/30,47,11.5,25,46.8
SÍTIO PASSAGEM,38771000,1,908,38,GUARABIRA,PARAÍBA,ANA,-6.8583,-35.4017,2000/01/01,2019/11/30,20,4.6,14,30.0
PONTE DO LEITÃO,38790000,1,2950,38,MAMANGUAPE,PARAÍBA,ANA,-6.8519,-35.1631,1969/12/16,2019/11/30,51,1.6,45,11.8
PONTE DO LEITÃO - JUSANTE,38792000,1,2990,38,MONTEIRO,PARAÍBA,ANA,-6.85,-35.1167,1969/12/26,1970/09/30,2,0.0,0,100.0
CAMALAÚ - MONTANTE,38800500,1,1500,38,CAMALAÚ,PARAÍBA,ANA,-7.8908,-36.7583,2017/03/01,2019/12/31,3,0.4,1,66.7
SÍTIO CONCEIÇÃO,38812000,1,1240,38,SUMÉ,PARAÍBA,ANA,-7.7872,-36.7342,2015/04/07,2019/12/31,5,40.3,2,60.0
CARAÚBAS,38830000,1,5030,38,CARAÚBAS,PARAÍBA,ANA,-7.7211,-36.5053,1970/03/01,2019/10/29,50,11.2,32,36.0
POÇO DE PEDRAS,38850000,1,3180,38,SÃO JOÃO DO CARIRI,PARAÍBA,ANA,-7.3981,-36.4336,1970/01/01,2019/11/30,50,12.7,25,50.0
BODOCONGO,38860000,1,13700,38,BOQUEIRÃO,PARAÍBA,ANA,-7.5283,-35.9997,1969/12/18,2019/11/30,51,4.1,42,17.6
BARRA DE JOÃO LEITE,38865000,1,235,38,AROEIRAS,PARAÍBA,ANA,-7.4597,-35.825,2018/06/26,2019/12/31,2,16.6,0,100.0
GUARITA,38880000,1,17400,38,ITABAIANA,PARAÍBA,ANA,-7.3344,-35.3728,1970/01/06,2019/01/31,50,3.1,41,18.0
SOBRADO,38887000,1,728,38,SAPÉ,PARAÍBA,ANA,-7.15,-35.2331,2000/01/01,2019/12/31,20,11.5,8,60.0
ENGENHO SANTANA,38888000,1,18900,38,CRUZ DO ESPÍRITO SA,PARAÍBA,ANA,-7.1728,-35.1475,2002/12/19,2019/10/20,18,4.0,14,22.2
PONTE DA BATALHA,38895000,1,19000,38,SANTA TERESINHA,PARAÍBA,ANA,-7.13,-35.0475,1969/12/21,2019/12/31,51,2.5,43,15.7
ENGENHO ITAPISSIRICA,39080000,1,1230,39,GOIANA,PERNAMBUCO,ANA,-7.6131,-35.0647,2016/01/01,2017/02/28,2,0.0,1,50.0
TIMBAÚBA,39081250,1,276,39,TIMBAÚBA,PERNAMBUCO,ANA,-7.5128,-35.3269,2014/02/01,2019/11/30,6,5.4,0,100.0
ENGENHO VOLTA,39082000,1,329,39,TIMBAÚBA,PERNAMBUCO,ANA,-7.5219,-35.2883,2002/12/21,2019/12/31,18,2.0,13,27.8
VICÊNCIA,39082800,1,192,39,VICÊNCIA,PERNAMBUCO,ANA,-7.6506,-35.3206,2012/10/19,2019/12/31,8,2.2,5,37.5
ENGENHO RETIRO,39083000,1,472,39,CONDADO,PERNAMBUCO,ANA,-7.5578,-35.1175,1977/10/20,2019/12/31,43,4.2,28,34.9
CARICÉ,39084000,1,1320,39,ITAMBÉ (EX-TAMBÉ),PERNAMBUCO,ANA,-7.5428,-35.0686,1999/11/01,2019/10/31,21,2.7,14,33.3
NAZARÉ DA MATA,39084010,1,692,39,NAZARÉ DA MATA,PERNAMBUCO,ANA,-7.7542,-35.2331,1973/01/01,2019/12/31,47,2.8,40,14.9
ENGENHO ITAPISSIRICA,39084020,1,1230,39,GOIANA,PERNAMBUCO,ANA,-7.6131,-35.0647,1967/05/01,2019/12/31,53,9.0,40,24.5
ENGENHO ITAPIREMA DE BAIXO,39084200,1,198,39,GOIANA,PERNAMBUCO,ANA,-7.6833,-34.8833,2004/08/07,2018/07/31,15,2.1,10,33.3
SANTA CRUZ DO CAPIBARIBE,39100000,1,1560,39,SANTA CRUZ DO CAPIB,PERNAMBUCO,ANA,-7.9619,-36.2022,1986/04/26,2019/12/31,34,13.5,21,38.2
TORITAMA,39130000,1,2450,39,TORITAMA,PERNAMBUCO,ANA,-8.0128,-36.0578,1973/01/01,2019/12/31,47,11.8,30,36.2
SALGADINHO,39140000,1,4910,39,SALGADINHO,PERNAMBUCO,ANA,-7.9428,-35.6342,1962/01/01,2019/12/31,58,21.9,34,41.4
LIMOEIRO,39145000,1,5580,39,LIMOEIRO,PERNAMBUCO,ANA,-7.8789,-35.4519,1973/02/01,2019/12/31,47,3.2,39,17.0
AÇUDE CARPINA,39145550,1,,39,LAGOA DO CARRO,PERNAMBUCO,CPRH-PE,-7.8969,-35.3339,2019/06/04,2019/06/04,1,0.0,0,100.0
PAUDALHO,39150000,1,6190,39,PAUDALHO,PERNAMBUCO,ANA,-7.8942,-35.1733,1966/08/11,2019/12/31,54,13.6,37,31.5
ENGENHO CANAVIEIRA,39154000,1,311,39,PAUDALHO,PERNAMBUCO,ANA,-7.9719,-35.2067,1999/11/04,2019/11/30,21,6.1,15,28.6
ENGENHO SÍTIO,39155000,1,376,39,SÃO LOURENÇO DA MAT,PERNAMBUCO,ANA,-7.9697,-35.1594,1967/04/09,1999/10/31,33,27.5,17,48.5
VITÓRIA DE SANTO ANTÃO,39170000,1,264,39,VITÓRIA DE SANTO AN,PERNAMBUCO,ANA,-8.1136,-35.2839,1967/04/08,2019/12/31,53,19.2,37,30.2
ENGENHO BELA ROSA I,39180000,1,406,39,SÃO LOURENÇO DA MAT,PERNAMBUCO,ANA,-8.01667,-35.1167,1967/04/07,1993/11/09,27,23.9,16,40.7
TIUMA,39185000,1,7260,39,SÃO LOURENÇO DA MAT,PERNAMBUCO,ANA,-7.9806,-35.0792,1973/03/01,2014/03/22,42,4.4,34,19.0
SÃO LOURENÇO DA MATA II,39187800,1,7290,39,SÃO LOURENÇO DA MAT,PERNAMBUCO,ANA,-7.9986,-35.0392,1990/01/01,2019/08/31,30,1.0,27,10.0
AÇUDE VÁRZEA DO UNA,39188000,1,7290,39,SÃO LOURENÇO DA MAT,PERNAMBUCO,ANA,-8.0286,-35.1217,1956/01/01,1989/12/31,34,41.8,7,79.4
MORENO,39189550,1,92,39,MORENO,PERNAMBUCO,ANA,-8.1167,-35.1,2004/08/01,2019/11/30,16,0.6,13,18.8
DESTILARIA JB,39190000,1,48,39,VITÓRIA DE SANTO AN,PERNAMBUCO,ANA,-8.225,-35.285,2000/04/05,2007/03/31,8,1.4,2,75.0
ARANDU,39190500,1,48,39,VITÓRIA DE SANTO AN,PERNAMBUCO,ANA,-8.2244,-35.2842,2000/08/14,2003/12/31,4,0.0,3,25.0
DESTILARIA JB-II,39190800,1,48,39,VITÓRIA DE SANTO AN,PERNAMBUCO,ANA,-8.2233,-35.285,2000/12/15,2018/12/31,19,0.1,17,10.5
PONTE PE-35,39191000,1,67,39,VITÓRIA DE SANTO AN,PERNAMBUCO,ANA,-8.2425,-35.2647,2000/07/12,2019/12/31,20,2.1,17,15.0
CACHOEIRA TAPADA,39192000,1,90,39,ESCADA,PERNAMBUCO,ANA,-8.2636,-35.2597,2000/04/01,2018/12/31,19,0.0,18,5.3
DESTILARIA INEXPORT,39195000,1,235,39,CABO DE SANTO AGOST,PERNAMBUCO,ANA,-8.2822,-35.1567,2000/04/01,2019/09/30,20,4.4,16,20.0
PIRAPAMA,39200000,1,372,39,CABO DE SANTO AGOST,PERNAMBUCO,ANA,-8.2792,-35.0628,1986/03/05,2019/12/31,34,2.2,30,11.8
DESTILARIA BOM JESUS,39220000,1,149,39,CABO DE SANTO AGOST,PERNAMBUCO,ANA,-8.2511,-35.0131,2000/02/11,2013/08/31,14,1.2,11,21.4
SANHARÓ,39310000,1,672,39,SANHARÓ,PERNAMBUCO,ANA,-8.3656,-36.5603,1970/07/20,2019/10/31,50,43.3,7,86.0
CARUARU,39340000,1,2000,39,CARUARU,PERNAMBUCO,ANA,-8.3028,-36.0108,1973/03/29,2019/11/30,47,31.6,15,68.1
GRAVATÁ,39345000,1,2650,39,GRAVATÁ,PERNAMBUCO,ANA,-8.2128,-35.6042,1999/10/29,2019/11/30,21,5.8,13,38.1
ENGENHO TABOCAS,39360000,1,2960,39,POMBOS,PERNAMBUCO,ANA,-8.2819,-35.3647,1967/01/10,2019/12/31,53,1.1,48,9.4
ENGENHO MARANHÃO,39370100,1,3310,39,IPOJUCA,PERNAMBUCO,ANA,-8.3697,-35.1422,2003/02/02,2019/12/31,17,0.7,13,23.5
AMARAGI,39431000,1,139,39,AMARAGI,PERNAMBUCO,ANA,-8.3803,-35.4553,2002/12/18,2019/12/31,18,2.7,12,33.3
JOSÉ MARIANO,39433000,1,295,39,RIBEIRÃO,PERNAMBUCO,ANA,-8.4675,-35.4014,2002/12/16,2019/12/31,18,0.4,16,11.1
ENGENHO BENTO,39450000,1,537,39,JOAQUIM NABUCO,PERNAMBUCO,ANA,-8.4972,-35.4978,1999/11/22,2019/12/31,21,0.8,19,9.5
ENGENHO MATO GROSSO,39480000,1,1310,39,RIO FORMOSO,PERNAMBUCO,ANA,-8.6375,-35.3056,1989/01/30,2019/12/31,31,0.9,26,16.1
PCH LUIZ DIAS LINS JUSANTE,39480300,1,1439,39,RIO FORMOSO,PERNAMBUCO,BRENNAND,-8.6478,-35.2097,2016/01/19,2018/12/31,3,0.0,2,33.3
PCH GINDAI JUSANTE,39490000,1,1461,39,RIO FORMOSO,PERNAMBUCO,TRAPICHE,-8.6272,-35.1958,2015/07/01,2018/12/31,4,1.6,2,50.0
CACHOEIRINHA,39530000,1,1210,39,CACHOEIRINHA,PERNAMBUCO,ANA,-8.4839,-36.2331,1999/12/01,2019/12/31,21,23.1,9,57.1
SÍTIO DA CHATA,39535000,1,588,39,PANELAS,PERNAMBUCO,ANA,-8.5769,-36.0661,2004/01/01,2018/10/31,15,91.6,0,100.0
CAPIVARA,39540000,1,2610,39,AGRESTINA,PERNAMBUCO,ANA,-8.4975,-35.9153,1977/10/17,2019/12/31,43,4.2,33,23.3
SÃO BENEDITO DO SUL,39540750,1,434,39,SÃO BENEDITO DO SUL,PERNAMBUCO,ANA,-8.8161,-35.9339,2011/11/24,2019/12/31,9,2.4,6,33.3
BELÉM DE MARIA,39541000,1,388,39,BELÉM DE MARIA,PERNAMBUCO,ANA,-8.6247,-35.8414,2002/12/12,2019/12/31,18,4.7,10,44.4
CATENDE,39550000,1,718,39,CATENDE,PERNAMBUCO,ANA,-8.6786,-35.7233,1999/09/14,2019/12/31,21,0.7,15,28.6
PALMARES,39560000,1,4910,39,PALMARES,PERNAMBUCO,ANA,-8.6794,-35.5769,1967/06/01,2019/11/30,53,2.3,48,9.4
ENGENHO  FLORESCENTE,39570000,1,181,39,ÁGUA PRETA,PERNAMBUCO,ANA,-8.7478,-35.4897,2003/02/01,2019/11/30,17,1.4,12,29.4
SÍTIO CACHOEIRA,39571000,1,352,39,MARAIAL,PERNAMBUCO,ANA,-8.8967,-35.7678,2004/09/23,2019/09/30,16,0.6,13,18.8
CANHOTINHO,39575000,1,808,39,CANHOTINHO,PERNAMBUCO,ANA,-8.8825,-36.2186,2018/10/24,2019/12/11,2,87.2,0,100.0
JACUÍPE,39580000,1,756,39,JACUÍPE,ALAGOAS,ANA,-8.8411,-35.4469,1989/01/27,2019/12/31,31,0.3,29,6.5
BARREIROS,39590000,1,6550,39,BARREIROS,PERNAMBUCO,ANA,-8.7992,-35.205,2002/12/17,2019/11/30,18,1.3,14,22.2
PORTO CALVO,39620000,1,342,39,PORTO CALVO,ALAGOAS,ANA,-9.0483,-35.4067,2002/12/21,2019/12/31,18,0.9,16,11.1
MATRIZ DE CAMARAGIBE,39640000,1,787,39,MATRIZ DE CAMARAGIB,ALAGOAS,ANA,-9.12972,-35.5475,1978/03/25,2002/04/09,25,5.8,16,36.0
MATRIZ DE CAMARAGIBE  II,39650000,1,805,39,MATRIZ DE CAMARAGIB,ALAGOAS,ANA,-9.1592,-35.5397,2001/11/24,2019/12/31,19,7.2,11,42.1
CORRENTES II,39689000,1,479,39,CORRENTES,PERNAMBUCO,ANA,-9.1242,-36.3392,2011/09/01,2019/09/30,9,55.5,2,77.8
CORRENTES,39690000,1,624,39,CORRENTES,PERNAMBUCO,ANA,-9.1322,-36.3231,2013/04/01,2019/12/31,7,36.4,2,71.4
SANTANA DO MUNDAÚ,39700000,1,767,39,SANTANA DO MUNDAÚ,ALAGOAS,ANA,-9.1678,-36.2175,1992/08/21,2019/12/31,28,0.5,24,14.3
PALMEIRINA,39715000,1,128,39,PALMEIRINA,PERNAMBUCO,ANA,-9.0019,-36.3264,2015/01/01,2019/12/31,5,0.7,4,20.0
SÃO JOSÉ DA LAJE,39720000,1,1170,39,SÃO JOSÉ DA LAJE,ALAGOAS,ANA,-9.0042,-36.0511,1990/10/22,2019/10/31,30,1.8,25,16.7
UNIÃO DOS PALMARES,39740000,1,2900,39,UNIÃO DOS PALMARES,ALAGOAS,ANA,-9.1544,-36.0358,1990/10/25,2019/12/31,30,2.3,23,23.3
USINA LAGINHA,39745000,1,3222,39,UNIÃO DOS PALMARES,ALAGOAS,ANA,-9.1831,-36.0436,2012/12/01,2019/10/21,8,1.4,4,50.0
MURICI - PONTE,39760000,1,3290,39,MURICI,ALAGOAS,ANA,-9.3136,-35.9497,1965/12/10,2019/12/31,55,16.6,35,36.4
FAZENDA BOA FORTUNA,39770000,1,3560,39,RIO LARGO,ALAGOAS,ANA,-9.4672,-35.8597,1974/01/01,2019/12/31,46,1.3,40,13.0
BREJÃO,39800000,1,326,39,BREJÃO,PERNAMBUCO,ANA,-9.0394,-36.5983,2004/10/01,2019/12/31,16,2.1,13,18.8
QUEBRANGULO,39850000,1,1340,39,QUEBRANGULO,ALAGOAS,ANA,-9.3169,-36.4744,1990/01/01,2011/03/31,22,4.1,14,36.4
VILA SÃO FRANCISCO,39852000,1,1510,39,QUEBRANGULO,ALAGOAS,ANA,-9.3656,-36.4194,2011/06/20,2019/12/31,9,4.8,4,55.6
VIÇOSA,39860000,1,1970,39,VIÇOSA,ALAGOAS,ANA,-9.3792,-36.2492,1989/01/26,2019/11/30,31,40.7,11,64.5
PCH ORIENTAL MONTANTE,39863500,1,86,39,CANHOTINHO,PERNAMBUCO,SERRA GRANDE,-8.9831,-36.1561,2015/08/21,2018/12/31,4,0.0,3,25.0
ATALAIA,39870000,1,2600,39,ATALAIA,ALAGOAS,ANA,-9.5067,-36.0228,1977/10/12,2019/11/30,43,2.3,36,16.3
PORANGABA,39880000,1,173,39,MARIBONDO,ALAGOAS,ANA,-9.5011,-36.2153,2004/11/01,2019/12/31,16,4.4,8,50.0
VIÇOSA,39890000,1,1970,39,VIÇOSA,ALAGOAS,ANA,-9.3792,-36.2492,1989/01/26,2007/12/31,19,11.6,12,36.8
FAZENDA SÃO PEDRO,39950000,1,320,39,ANADIA,ALAGOAS,ANA,-9.6858,-36.2853,2000/01/31,2019/10/31,20,0.6,15,25.0
LIMOEIRO DE ANADIA,39970000,1,974,39,LIMOEIRO DE ANADIA,ALAGOAS,ANA,-9.7436,-36.5039,2000/01/28,2019/12/31,20,1.3,16,20.0
CAMAÇARI,39980000,1,1440,39,CORURIPE,ALAGOAS,ANA,-10.0311,-36.3036,1977/10/10,2019/11/30,43,4.6,29,32.6
VARGEM BONITA,40025000,1,301,40,VARGEM BONITA,MINAS GERAIS,ANA,-20.3278,-46.3658,1939/06/27,2019/12/31,81,10.3,69,14.8
